sire,rank,category,surface,key,runs,win_pct,rentai_pct,place_pct,tan_return,fuku_return
ドレフォン,7,baba,,不良,1-0-2-10,7.7,,23.1,40.8,66.2
ドレフォン,7,course,,芝札幌,9-9-8-56,11.0,,31.7,129.4,107.6
ドレフォン,7,course,,芝函館,4-6-7-49,5.8,,24.6,56.1,54.1
ドレフォン,7,course,,芝福島,4-10-2-65,4.9,,19.5,11.9,55.2
ドレフォン,7,course,,芝新潟,4-7-9-90,3.6,,18.0,113.4,51.4
ドレフォン,7,course,,芝東京,19-15-11-139,10.3,,24.6,55.3,86.6
ドレフォン,7,course,,芝中山,13-6-11-118,8.8,,20.0,55.3,78.9
ドレフォン,7,course,,芝中京,7-12-6-89,6.1,,21.9,,86.6
ドレフォン,7,course,,芝京都,9-7-7-78,8.9,,21.2,60.4,122.5
ドレフォン,7,course,,芝阪神,9-7-12-109,6.6,,20.4,67.2,
ドレフォン,7,course,,芝小倉,5-2-3-90,5.0,,10.0,,
ドレフォン,7,course,,ダ函館,12-13-16-93,9.0,,37.3,,
ドレフォン,7,course,,ダ福島,12-8-13-61,12.9,,35.1,,
ドレフォン,7,course,,ダ新潟,14-15-16-153,,,,,
ドレフォン,7,course,,ダ東京,61-47-50-393,11.1,,19.6,,
ドレフォン,7,course,,ダ中山,42-31-35-323,,,,,
ドレフォン,7,course,,ダ中京,45-32-44-291,11.3,,19.3,,
ドレフォン,7,course,,ダ京都,38-40-36-292,,,,,
ドレフォン,7,course,,ダ阪神,61-35-41-333,13.0,,20.4,,
ドレフォン,7,distance,,芝1000,0-1-0-11,0.0,,8.3,0.0,20.0
ドレフォン,7,distance,,芝1200,16-29-22-222,5.6,,23.9,80.6,70.0
ドレフォン,7,distance,,芝1400,13-14-14-152,6.7,,21.2,37.4,61.2
ドレフォン,7,distance,,芝1600,28-21-27-234,9.0,,16.8,103.2,101.5
ドレフォン,7,distance,,芝1700,—,,,,,
ドレフォン,7,distance,,芝1800,9-13-13-128,5.5,,21.5,92.8,52.0
ドレフォン,7,distance,,芝2000,7-7-7-94,6.1,,12.2,61.5,68.9
ドレフォン,7,distance,,芝2200,6-1-4-31,14.3,,26.2,,51.7
ドレフォン,7,distance,,芝2300~,—,,,,,
ドレフォン,7,distance,,ダ1000,7-3-9-41,11.7,,31.7,,
ドレフォン,7,distance,,ダ1200,68-43-59-464,,,,,
ドレフォン,7,distance,,ダ1400,68-72-58-...,,,,,
ドレフォン,7,distance,,ダ1600,30-28-22-191,11.1,,21.4,,
ドレフォン,7,distance,,ダ1800,96-68-74-618,,,,,
ドレフォン,7,distance,,ダ2000,—,,,,,
ドレフォン,7,distance,,ダ2300~,—,,,,,
ドレフォン,7,draw,,1枠,6-15-12-90,4.9,,17.1,26.8,78.4
ドレフォン,7,draw,,2枠,8-13-12-87,6.7,,27.5,67.8,87.9
ドレフォン,7,draw,,3枠,11-10-10-103,8.2,,23.1,161.1,78.8
ドレフォン,7,draw,,4枠,10-5-4-119,7.2,,13.8,66.7,37.9
ドレフォン,7,draw,,5枠,12-18-9-101,8.6,,27.9,60.4,101.4
ドレフォン,7,draw,,6枠,13-12-16-124,7.9,,24.8,66.5,80.9
ドレフォン,7,draw,,7枠,9-6-8-143,5.4,,13.9,40.7,41.4
ドレフォン,7,draw,,8枠,,,,,,
ドレフォン,7,klass,,新馬,15-14-20-185,6.4,,21.0,91.6,62.4
ドレフォン,7,klass,,未勝利,26-33-28-338,6.1,,13.9,20.5,54.3
ドレフォン,7,klass,,1勝クラス,15-18-21-189,6.2,,22.1,55.4,87.7
ドレフォン,7,klass,,2勝クラス,6-9-3-100,6.0,,26.2,56.5,
ドレフォン,7,klass,,3勝クラス,6-1-3-18,21.4,,35.7,119.3,86.4
ドレフォン,7,klass,,OPEN,10-14-11-121,6.8,,24.0,61.9,117.1
ドレフォン,7,pace,,逃げ,44-34-28-243,13.8,,29.6,142.8,
ドレフォン,7,pace,,先行,24-35-34-236,7.3,,17.9,28.3,
ドレフォン,7,pace,,差し,16-39-19-194,3.5,,15.1,27.3,64.6
ドレフォン,7,pace,,追込,3-7-6-236,,,,,
ドレフォン,7,popularity,,1番人気,21-21-11-38,23.1,,58.2,51.8,77.8
ドレフォン,7,popularity,,2番人気,17-9-12-42,21.3,,47.5,86.6,75.0
ドレフォン,7,popularity,,3番人気,16-11-13-67,15.0,,37.4,90.4,74.0
ドレフォン,7,popularity,,4番人気,8-13-13-79,,,,,
ドレフォン,7,popularity,,5番人気,8-13-11-78,7.3,,19.1,29.1,
ドレフォン,7,popularity,,6番人気以下,9-17-26-596,1.4,,8.0,,55.0
ドレフォン,7,season,,春3~5月,13-14-14-184,5.8,,18.2,37.0,74.2
ドレフォン,7,season,,夏6~8月,25-36-29-276,6.6,,16.8,73.6,69.6
ドレフォン,7,season,,秋9~11月,25-23-25-239,8.0,,15.4,23.4,72.1
ドレフォン,7,season,,冬12~1月,16-13-19-190,6.7,,12.2,20.2,64.8
ドレフォン,7,sex,,牡馬,42-36-36-339,9.3,,17.2,25.2,98.3
ドレフォン,7,sex,,牝馬,33-48-47-531,5.0,,12.3,19.4,41.1
ドレフォン,7,sex,,せん馬,2-7-4-62,2.7,,12.0,17.3,45.1
リアルスティール,8,age,,2歳新馬,12-3-13-77,12.3,,35.8,166.0,102.1
リアルスティール,8,age,,3歳新馬,1-2-2-21,3.8,,11.5,29.8,59.6
リアルスティール,8,baba,,良,124-87-95-717,12.1,,20.6,29.9,94.5
リアルスティール,8,baba,,稍重,10-19-10-122,6.2,,16.0,35.0,45.1
リアルスティール,8,baba,,重,7-6-7-52,9.7,,18.1,27.6,
リアルスティール,8,baba,,不良,3-3-2-10,16.7,,33.3,44.4,830.0
リアルスティール,8,course,,芝札幌,7-4-3-39,13.2,,26.4,96.4,68.1
リアルスティール,8,course,,芝函館,6-0-5-39,13.0,,23.9,107.6,51.9
リアルスティール,8,course,,芝福島,12-7-7-77,11.7,,25.5,83.7,88.3
リアルスティール,8,course,,芝新潟,12-10-4-74,12.0,,26.0,84.1,76.2
リアルスティール,8,course,,芝東京,33-24-24-141,14.9,,25.8,96.7,90.3
リアルスティール,8,course,,芝中京,14-14-12-112,9.2,,18.4,44.4,96.3
リアルスティール,8,course,,芝京都,16-19-13-118,9.6,,18.9,71.1,70.5
リアルスティール,8,course,,芝阪神,19-11-17-113,9.9,,23.4,,62.7
リアルスティール,8,course,,芝小倉,8-6-3-77,8.4,,17.9,147.4,114.1
リアルスティール,8,course,,ダ札幌,7-2-3-35,14.9,,19.1,,
リアルスティール,8,course,,ダ函館,4-3-2-22,,,,,
リアルスティール,8,course,,ダ新潟,7-2-9-54,,,,,
リアルスティール,8,course,,ダ東京,20-20-12-123,11.4,,29.7,,
リアルスティール,8,course,,ダ中山,15-19-17-139,7.9,,17.9,26.8,
リアルスティール,8,course,,ダ中京,16-12-16-92,,,,,
リアルスティール,8,course,,ダ京都,11-13-15-155,14.8,,23.4,31.3,
リアルスティール,8,course,,ダ阪神,19-11-10-88,,,,,
リアルスティール,8,distance,,芝1000,1-0-1-8,10.0,,20.0,54.0,57.0
リアルスティール,8,distance,,芝1200,11-7-11-118,7.5,,19.9,52.9,59.4
リアルスティール,8,distance,,芝1400,9-16-10-80,7.8,,21.7,30.4,57.9
リアルスティール,8,distance,,芝1600,31-22-16-188,12.1,,20.6,118.5,67.5
リアルスティール,8,distance,,芝1700,—,,,,,
リアルスティール,8,distance,,芝1800,40-29-27-192,13.9,,24.0,103.1,77.3
リアルスティール,8,distance,,芝2000,33-31-38-215,10.4,,32.4,91.5,102.1
リアルスティール,8,distance,,芝2200,11-4-7-46,16.2,,32.4,155.9,80.8
リアルスティール,8,distance,,芝2300~,8-6-4-54,11.1,,15.4,129.3,80.8
リアルスティール,8,distance,,ダ1000,4-5-0-16,16.0,,36.0,,
リアルスティール,8,distance,,ダ1200,13-15-23-141,6.8,,26.6,,
リアルスティール,8,distance,,ダ1400,20-20-12-123,,,,,
リアルスティール,8,distance,,ダ1600,4-5-5-37,7.8,,17.6,,
リアルスティール,8,distance,,ダ1800,36-21-25-266,,,,,
リアルスティール,8,distance,,ダ2000,16-14-5-66,16.8,,34.7,,
リアルスティール,8,distance,,ダ2300~,—,,,,,
リアルスティール,8,draw,,1枠,8-19-13-94,6.0,,20.1,79.1,67.5
リアルスティール,8,draw,,2枠,19-18-10-106,12.4,,24.2,30.7,
リアルスティール,8,draw,,3枠,21-13-14-105,13.7,,22.2,31.4,83.0
リアルスティール,8,draw,,4枠,19-14-16-94,13.3,,23.1,34.3,113.6
リアルスティール,8,draw,,5枠,19-8-11-127,11.5,,16.4,23.0,127.6
リアルスティール,8,draw,,6枠,15-15-17-102,10.1,,20.1,61.7,94.2
リアルスティール,8,draw,,7枠,22-12-17-134,11.9,,18.4,27.6,172.3
リアルスティール,8,draw,,8枠,21-16-16-159,10.9,,19.3,61.0,59.9
リアルスティール,8,klass,,新馬,24-29-19-141,11.3,,24.9,33.8,149.2
リアルスティール,8,klass,,未勝利,52-39-37-356,10.7,,18.8,26.4,104.4
リアルスティール,8,klass,,1勝クラス,38-25-29-212,12.0,,25.3,30.3,95.3
リアルスティール,8,klass,,2勝クラス,16-12-15-72,13.9,,34.7,45.3,
リアルスティール,8,klass,,3勝クラス,6-0-5-39,12.0,,22.0,62.0,49.8
リアルスティール,8,klass,,OPEN,8-10-9-81,7.4,,16.7,25.0,101.2
リアルスティール,8,pace,,逃げ,58-52-27-189,17.8,,33.7,42.0,76.4
リアルスティール,8,pace,,先行,49-31-44-224,14.0,,23.0,35.6,74.2
リアルスティール,8,pace,,差し,25-20-30-221,8.4,,15.2,140.2,88.6
リアルスティール,8,pace,,追込,11-12-12-259,3.7,,11.9,28.2,46.4
リアルスティール,8,popularity,,1番人気,45-18-20-48,34.4,,63.1,77.3,81.9
リアルスティール,8,popularity,,2番人気,30-22-25-53,23.1,,59.2,91.9,86.9
リアルスティール,8,popularity,,3番人気,29-23-12-51,25.7,,55.7,142.2,96.9
リアルスティール,8,popularity,,4番人気,9-19-17-63,8.3,,41.7,56.9,94.7
リアルスティール,8,popularity,,5番人気,10-9-17-74,9.1,,32.7,100.2,81.8
リアルスティール,8,popularity,,6番人気以下,21-24-23-612,3.1,,10.0,100.7,74.6
リアルスティール,8,season,,春3~5月,29-21-26-200,10.5,,18.1,84.8,94.2
リアルスティール,8,season,,夏6~8月,36-33-32-246,10.4,,19.1,,69.7
リアルスティール,8,season,,秋9~11月,43-34-33-232,12.6,,22.5,109.0,77.0
リアルスティール,8,season,,冬12~1月,23-27-22-205,11.7,,20.4,27.8,128.0
リアルスティール,8,sex,,牡馬,93-65-69-403,14.8,,25.1,36.0,114.7
リアルスティール,8,sex,,牝馬,50-49-45-480,8.0,,17.5,22.5,65.0
リアルスティール,8,sex,,せん馬,1-1-0-18,5.0,,10.0,14.4,
モーリス,9,age,,2歳新馬,51-26-38-225,15.0,,26.4,33.8,116.0
モーリス,9,age,,3歳新馬,6-1-6-35,12.5,,27.1,,
モーリス,9,baba,,良,287-208-232-2026,10.4,,18.0,26.4,82.6
モーリス,9,baba,,稍重,44-44-46-394,8.3,,16.3,25.1,112.9
モーリス,9,baba,,重,18-13-21-138,9.5,,16.3,27.4,
モーリス,9,baba,,不良,6-3-3-35,12.8,,19.7,25.5,140.0
モーリス,9,course,,芝札幌,18-18-21-158,8.7,,26.5,54.9,77.2
モーリス,9,course,,芝函館,19-12-8-119,12.0,,24.7,152.5,77.2
モーリス,9,course,,芝福島,13-9-14-115,8.6,,23.3,77.8,65.5
モーリス,9,course,,芝新潟,36-26-17-261,10.6,,18.2,107.4,65.5
モーリス,9,course,,芝東京,69-50-63-391,12.0,,20.8,31.8,89.5
モーリス,9,course,,芝中山,45-32-36-336,10.0,,17.1,25.4,99.7
モーリス,9,course,,芝中京,43-34-34-332,9.7,,24.1,71.4,79.7
モーリス,9,course,,芝京都,29-31-29-216,9.6,,29.2,60.1,111.3
モーリス,9,course,,芝阪神,50-26-53-348,10.5,,19.5,,
モーリス,9,course,,芝小倉,43-34-24-...,,,,,
モーリス,9,course,,ダ札幌,5-2-5-49,,,,,
モーリス,9,course,,ダ函館,4-4-3-33,,,,,
モーリス,9,course,,ダ新潟,12-11-7-94,9.7,,18.5,,
モーリス,9,course,,ダ東京,14-14-16-154,7.1,,,,
モーリス,9,course,,ダ中山,18-20-11-181,7.8,,16.5,,
モーリス,9,course,,ダ中京,16-7-19-153,,,,,
モーリス,9,course,,ダ京都,17-9-15-130,9.9,,,,
モーリス,9,course,,ダ阪神,6-7-10-66,6.7,,14.4,,25.8
モーリス,9,distance,,芝1000,1-0-1-30,3.1,,6.3,20.6,11.9
モーリス,9,distance,,芝1200,54-44-36-475,8.9,,22.0,80.3,64.9
モーリス,9,distance,,芝1400,50-30-39-335,11.0,,26.1,,64.7
モーリス,9,distance,,芝1600,93-83-97-665,9.9,,18.0,73.1,78.4
モーリス,9,distance,,芝1700,—,,,,,
モーリス,9,distance,,芝1800,72-63-58-480,10.4,,28.7,61.8,91.3
モーリス,9,distance,,芝2000,65-35-55-420,11.3,,17.4,86.1,77.2
モーリス,9,distance,,芝2200,9-4-7-65,9.4,,15.1,23.6,87.8
モーリス,9,distance,,芝2300~,8-4-6-94,7.1,,16.1,16.2,32.1
モーリス,9,distance,,ダ1000,7-4-7-53,,,,,
モーリス,9,distance,,ダ1200,29-24-19-288,8.9,,15.5,,
モーリス,9,distance,,ダ1400,33-23-24-269,,,,,
モーリス,9,distance,,ダ1600,9-5-4-67,10.6,,16.5,21.2,
モーリス,9,distance,,ダ1800,23-32-25-275,6.5,,12.9,19.4,
モーリス,9,distance,,ダ2000,7-7-8-71,,,,,
モーリス,9,distance,,ダ2300~,—,,,,,
モーリス,9,draw,,1枠,34-34-37-258,9.4,,18.7,28.9,49.9
モーリス,9,draw,,2枠,41-26-34-259,11.4,,18.6,28.1,136.9
モーリス,9,draw,,3枠,42-23-38-284,10.9,,16.6,22.6,78.6
モーリス,9,draw,,4枠,50-43-30-290,12.1,,22.5,29.8,73.2
モーリス,9,draw,,5枠,44-22-43-334,9.9,,14.9,24.6,85.5
モーリス,9,draw,,6枠,31-36-41-369,6.5,,14.0,21.5,51.8
モーリス,9,draw,,7枠,60-45-34-384,11.5,,20.1,26.6,91.2
モーリス,9,draw,,8枠,51-36-44-402,9.6,,13.4,24.6,112.7
モーリス,9,klass,,新馬,57-27-44-260,14.7,,21.6,33.0,126.2
モーリス,9,klass,,未勝利,105-98-93-848,9.2,,17.7,25.9,84.7
モーリス,9,klass,,1勝クラス,84-66-76-665,9.4,,16.8,23.4,79.6
モーリス,9,klass,,2勝クラス,46-26-44-237,13.0,,20.4,32.9,145.0
モーリス,9,klass,,3勝クラス,22-13-22-218,8.0,,12.7,69.2,
モーリス,9,klass,,OPEN,39-35-22-352,8.7,,16.5,21.4,
モーリス,9,pace,,逃げ,107-103-100-693,17.0,,37.0,100.8,106.2
モーリス,9,pace,,先行,108-90-72-621,10.9,,31.2,100.8,
モーリス,9,pace,,差し,49-48-63-601,6.4,,21.0,49.6,43.8
モーリス,9,pace,,追込,18-17-29-612,2.7,,6.6,,
モーリス,9,popularity,,1番人気,131-61-53-136,34.4,,50.4,81.2,81.7
モーリス,9,popularity,,2番人気,82-54-54-136,21.8,,36.2,50.5,89.4
モーリス,9,popularity,,3番人気,38-42-44-139,13.6,,39.6,68.7,71.1
モーリス,9,popularity,,4番人気,37-34-46-193,11.9,,36.4,103.7,72.1
モーリス,9,popularity,,5番人気,26-25-16-228,8.7,,17.5,,
モーリス,9,popularity,,6番人気以下,39-49-88-1048,2.1,,9.6,73.4,
モーリス,9,season,,春3~5月,80-57-72-579,10.2,,17.4,26.5,63.3
モーリス,9,season,,夏6~8月,98-91-79-733,9.4,,25.6,,
モーリス,9,season,,秋9~11月,99-67-77-629,11.4,,19.0,27.9,110.0
モーリス,9,season,,冬12~1月,76-50-73-639,9.4,,,,
モーリス,9,sex,,牡馬,212-156-176-1248,11.8,,30.4,69.6,74.2
モーリス,9,sex,,牝馬,131-105-118-1245,8.2,,14.8,22.1,88.9
モーリス,9,sex,,せん馬,8-13-13-118,,,,,
レイデオロ,10,age,,2歳新馬,16-15-9-137,9.0,,17.5,22.8,64.2
レイデオロ,10,age,,3歳新馬,1-0-0-20,4.8,,4.8,13.8,6.7
レイデオロ,10,baba,,良,86-71-62-613,10.3,,18.9,26.3,62.5
レイデオロ,10,baba,,稍重,12-10-18-105,8.3,,15.2,27.6,58.0
レイデオロ,10,baba,,重,3-4-3-31,7.3,,24.4,164.9,71.5
レイデオロ,10,baba,,不良,1-1-0-5,14.3,,28.6,82.9,60.0
レイデオロ,10,course,,芝札幌,3-8-3-28,7.1,,33.3,53.3,75.5
レイデオロ,10,course,,芝函館,4-1-2-27,11.8,,20.6,120.0,73.0
レイデオロ,10,course,,芝福島,7-2-1-44,7.4,,24.6,31.6,
レイデオロ,10,course,,芝新潟,8-11-9-65,8.6,,30.1,56.0,83.1
レイデオロ,10,course,,芝東京,27-21-12-130,14.2,,33.0,,60.3
レイデオロ,10,course,,芝中山,17-11-14-110,11.2,,27.6,65.4,64.5
レイデオロ,10,course,,芝中京,9-8-8-82,8.3,,24.1,45.7,78.0
レイデオロ,10,course,,芝京都,13-7-19-131,7.6,,22.8,28.7,
レイデオロ,10,course,,芝阪神,12-8-8-79,11.2,,26.2,,107.7
レイデオロ,10,course,,芝小倉,11-7-1-72,11.8,,16.7,21.5,
レイデオロ,10,course,,ダ函館,2-9-8-89,,,,,
レイデオロ,10,course,,ダ福島,1-3-3-21,,,,,32.1
レイデオロ,10,course,,ダ新潟,3-3-2-21,,,,,
レイデオロ,10,course,,ダ東京,2-3-3-34,3.4,,24.0,,
レイデオロ,10,course,,ダ中山,9-6-3-45,14.3,,23.8,28.6,
レイデオロ,10,course,,ダ中京,9-3-4-37,,,,,
レイデオロ,10,course,,ダ京都,6-3-9-49,,,,,
レイデオロ,10,course,,ダ阪神,5-2-4-44,,,,,
レイデオロ,10,distance,,芝1000,0-1-0-2,0.0,,33.3,0.0,56.7
レイデオロ,10,distance,,芝1200,2-0-0-40,4.8,,4.8,15.5,7.1
レイデオロ,10,distance,,芝1400,11-8-3-54,14.5,,28.9,172.9,66.4
レイデオロ,10,distance,,芝1600,15-17-15-126,8.7,,24.7,57.5,60.3
レイデオロ,10,distance,,芝1700,—,,,,,
レイデオロ,10,distance,,芝1800,19-15-24-159,8.8,,26.7,55.1,86.5
レイデオロ,10,distance,,芝2000,30-20-31-245,9.2,,15.3,24.8,60.2
レイデオロ,10,distance,,芝2200,13-9-12-92,13.9,,22.2,29.2,97.5
レイデオロ,10,distance,,芝2300~,15-19-5-77,12.9,,33.6,46.6,74.5
レイデオロ,10,distance,,ダ1000,0-0-0-7,0.0,,0.0,0.0,28.5
レイデオロ,10,distance,,ダ1200,1-1-3-21,3.8,,7.7,19.2,
レイデオロ,10,distance,,ダ1400,2-2-2-42,4.3,,13.0,30.0,30.0
レイデオロ,10,distance,,ダ1600,1-2-6-21,3.3,,10.0,,
レイデオロ,10,distance,,ダ1800,19-17-7-136,10.6,,20.1,24.0,
レイデオロ,10,distance,,ダ2000,3-3-2-37,,,,,
レイデオロ,10,distance,,ダ2300~,—,,,,,
レイデオロ,10,draw,,1枠,12-5-9-83,11.0,,23.9,37.1,42.5
レイデオロ,10,draw,,2枠,14-9-4-82,12.8,,24.8,52.7,36.4
レイデオロ,10,draw,,3枠,13-14-12-89,10.2,,21.1,30.5,108.2
レイデオロ,10,draw,,4枠,10-5-14-86,8.7,,13.0,25.2,61.6
レイデオロ,10,draw,,5枠,14-13-10-83,11.7,,22.5,30.8,58.6
レイデオロ,10,draw,,6枠,11-11-9-90,9.1,,25.6,60.4,56.9
レイデオロ,10,draw,,7枠,7-8-11-127,4.7,,17.7,41.1,102.9
レイデオロ,10,draw,,8枠,15-12-9-121,9.6,,22.9,101.0,68.0
レイデオロ,10,klass,,新馬,17-15-9-157,8.6,,16.2,20.7,58.9
レイデオロ,10,klass,,未勝利,40-33-46-379,8.0,,14.7,23.8,76.6
レイデオロ,10,klass,,1勝クラス,24-19-19-139,11.9,,21.4,30.8,84.4
レイデオロ,10,klass,,2勝クラス,19-2-6-44,,,,,
レイデオロ,10,klass,,3勝クラス,3-4-2-6,20.0,,46.7,60.0,78.0
レイデオロ,10,klass,,OPEN,8-4-5-44,13.1,,19.7,73.3,90.7
レイデオロ,10,pace,,逃げ,44-25-23-144,18.6,,39.0,163.9,104.3
レイデオロ,10,pace,,先行,35-28-24-183,13.0,,23.3,22.2,
レイデオロ,10,pace,,差し,15-23-21-203,5.7,,14.5,24.3,49.2
レイデオロ,10,pace,,追込,8-9-15-220,3.2,,6.7,12.9,64.1
レイデオロ,10,popularity,,1番人気,39-19-7-25,43.3,,72.2,93.2,88.4
レイデオロ,10,popularity,,2番人気,19-17-11-39,22.1,,54.7,84.4,86.8
レイデオロ,10,popularity,,3番人気,17-14-8-42,21.0,,48.1,110.2,82.8
レイデオロ,10,popularity,,4番人気,10-11-12-46,12.7,,43.0,,110.9
レイデオロ,10,popularity,,5番人気,7-6-7-56,9.2,,17.1,26.3,102.4
レイデオロ,10,popularity,,6番人気以下,10-19-28-546,1.7,,9.5,45.5,60.2
レイデオロ,10,season,,春3~5月,20-10-15-171,9.3,,13.9,55.0,72.9
レイデオロ,10,season,,夏6~8月,29-35-23-211,9.7,,29.2,73.1,
レイデオロ,10,season,,秋9~11月,37-26-30-196,12.8,,31.8,32.2,91.0
レイデオロ,10,season,,冬12~1月,7-2-14-100,7.2,,14.0,20.7,35.0
レイデオロ,10,sex,,牡馬,80-62-55-388,13.7,,24.3,33.7,93.6
レイデオロ,10,sex,,牝馬,22-24-27-354,5.2,,10.8,17.1,30.4
レイデオロ,10,sex,,せん馬,0-0-0-6,0.0,,0.0,7.7,
アルアイン,23,baba,,芝良,,5.6,13.9,20.7,,
アルアイン,23,baba,,ダ良,,5.0,8.1,12.4,,
アルアイン,23,baba,,芝稍重,,5.5,16.4,21.9,,
アルアイン,23,baba,,ダ稍重,,2.6,10.5,10.5,,
アルアイン,23,baba,,芝重,,11.1,11.1,14.8,,
アルアイン,23,baba,,ダ重,,5.3,5.3,5.3,,
アルアイン,23,baba,,芝不良,,,,,,
アルアイン,23,baba,,ダ不良,,11.1,11.1,11.1,,
アルアイン,23,course,,芝1000m,,14.3,21.4,50.0,,
アルアイン,23,course,,芝1200m,,10.9,21.7,30.4,,
アルアイン,23,course,,ダ1200m,,7.0,8.8,8.8,,
アルアイン,23,course,,芝1400m,,5.8,11.5,15.4,,
アルアイン,23,course,,ダ1400m,,13.5,21.6,27.0,,
アルアイン,23,course,,芝1600m,,1.9,10.5,17.1,,
アルアイン,23,course,,ダ1600m,,5.6,11.1,11.1,,
アルアイン,23,course,,芝1800m,,8.1,15.2,21.2,,
アルアイン,23,course,,ダ1800m,,,3.9,10.5,,
アルアイン,23,course,,芝2000m,,3.6,10.9,13.6,,
アルアイン,23,course,,芝2200m,,,13.3,20.0,,
アルアイン,23,course,,ダ2200m,,9.1,9.1,9.1,,
アルアイン,23,course,,芝2300m,,,7.7,15.4,,
アルアイン,23,course,,芝東京,,4.2,8.3,8.3,,
アルアイン,23,course,,ダ東京,,5.1,12.8,15.4,,
アルアイン,23,course,,芝中山,,1.3,14.5,21.1,,
アルアイン,23,course,,ダ中山,,6.1,8.2,8.2,,
アルアイン,23,course,,芝阪神,,14.6,26.8,29.3,,
アルアイン,23,course,,ダ阪神,,,3.8,3.8,,
アルアイン,23,course,,芝京都,,1.6,10.9,17.2,,
アルアイン,23,course,,ダ京都,,10.0,12.5,20.0,,
アルアイン,23,course,,芝ローカル,,7.3,14.2,23.1,,
アルアイン,23,course,,ダローカル,,2.7,5.5,9.6,,
アルアイン,23,course,,芝2歳,,7.5,16.1,24.1,,
アルアイン,23,course,,ダ2歳,,3.2,9.7,14.5,,
アルアイン,23,course,,芝3歳,,5.5,12.5,16.5,,
アルアイン,23,course,,ダ3歳,,5.7,7.7,10.3,,
アルアイン,23,course,,芝4歳,,,13.0,26.1,,
アルアイン,23,course,,ダ4歳,,11.1,11.1,11.1,,
アルアイン,23,draw,,芝1枠,,4.4,13.3,17.8,,
アルアイン,23,draw,,ダ1枠,,4.2,4.2,8.3,,
アルアイン,23,draw,,芝2枠,,2.4,2.4,9.8,,
アルアイン,23,draw,,ダ2枠,,4.8,9.5,9.5,,
アルアイン,23,draw,,芝3枠,,9.2,15.4,26.2,,
アルアイン,23,draw,,ダ3枠,,9.4,12.5,18.8,,
アルアイン,23,draw,,芝4枠,,,7.4,13.0,,
アルアイン,23,draw,,ダ4枠,,8.7,17.4,21.7,,
アルアイン,23,draw,,芝5枠,,4.4,19.1,23.5,,
アルアイン,23,draw,,ダ5枠,,3.7,3.7,7.4,,
アルアイン,23,draw,,芝6枠,,6.5,12.9,17.7,,
アルアイン,23,draw,,ダ6枠,,,2.6,5.3,,
アルアイン,23,draw,,芝7枠,,7.9,17.1,27.6,,
アルアイン,23,draw,,ダ7枠,,2.9,8.8,11.8,,
アルアイン,23,draw,,芝8枠,,7.9,16.9,22.0,,
アルアイン,23,draw,,ダ8枠,,7.1,10.7,10.7,,
アルアイン,23,klass,,芝新馬,,5.4,12.9,17.2,,
アルアイン,23,klass,,芝未勝利,,6.1,13.4,18.3,,
アルアイン,23,klass,,ダ未勝利,,3.1,7.5,10.6,,
アルアイン,23,klass,,芝1勝クラス,,7.8,16.7,26.7,,
アルアイン,23,klass,,ダ1勝クラス,,13.8,17.2,24.1,,
アルアイン,23,klass,,芝2勝クラス,,,16.7,29.2,,
アルアイン,23,klass,,ダ2勝クラス,,20.0,20.0,20.0,,
アルアイン,23,klass,,ダ3勝クラス,,20.0,20.0,20.0,,
アルアイン,23,klass,,芝オープン,,3.3,13.3,23.3,,
オルフェーヴル,37,baba,,芝良,,7.0,13.7,21.3,,
オルフェーヴル,37,baba,,ダ良,,6.6,14.0,20.9,,
オルフェーヴル,37,baba,,芝稍重,,6.6,14.9,24.6,,
オルフェーヴル,37,baba,,ダ稍重,,9.5,13.9,19.3,,
オルフェーヴル,37,baba,,芝重,,8.5,20.0,26.2,,
オルフェーヴル,37,baba,,ダ重,,6.5,9.7,15.7,,
オルフェーヴル,37,baba,,芝不良,,9.1,18.2,24.2,,
オルフェーヴル,37,baba,,ダ不良,,7.7,18.3,30.8,,
オルフェーヴル,37,course,,芝1000m,,7.4,18.5,22.2,,
オルフェーヴル,37,course,,ダ1000m,,8.3,12.5,20.8,,
オルフェーヴル,37,course,,芝1200m,,6.9,13.7,21.8,,
オルフェーヴル,37,course,,ダ1200m,,6.9,11.6,15.5,,
オルフェーヴル,37,course,,芝1400m,,4.5,12.5,17.0,,
オルフェーヴル,37,course,,ダ1400m,,4.3,7.8,13.4,,
オルフェーヴル,37,course,,芝1600m,,6.0,10.3,17.0,,
オルフェーヴル,37,course,,ダ1600m,,8.5,12.8,17.0,,
オルフェーヴル,37,course,,ダ1700m,,9.4,14.2,20.6,,
オルフェーヴル,37,course,,芝1800m,,6.0,9.8,15.8,,
オルフェーヴル,37,course,,ダ1800m,,6.6,16.5,23.9,,
オルフェーヴル,37,course,,芝2000m,,7.4,17.6,26.1,,
オルフェーヴル,37,course,,ダ2000m,,9.6,15.9,26.4,,
オルフェーヴル,37,course,,芝2200m,,8.6,17.1,25.7,,
オルフェーヴル,37,course,,芝2300m~,,9.6,16.9,27.7,,
オルフェーヴル,37,course,,芝東京,,4.9,10.2,16.8,,
オルフェーヴル,37,course,,ダ東京,,7.3,11.8,18.4,,
オルフェーヴル,37,course,,芝中山,,5.8,14.2,22.2,,
オルフェーヴル,37,course,,ダ中山,,5.8,13.1,19.3,,
