sire,rank,category,surface,key,runs,win_pct,rentai_pct,place_pct,tan_return,fuku_return
キズナ,1,age,芝,2歳,106-94-67-425,15.3,28.9,38.6,122.7,94.2
キズナ,1,age,芝,3歳,208-146-157-1153,12.5,21.3,30.7,101.2,87.8
キズナ,1,age,芝,4歳,91-92-89-686,9.5,19.1,28.4,76.6,80.2
キズナ,1,age,芝,5歳,32-49-43-424,5.8,14.8,22.6,98.0,90.5
キズナ,1,age,芝,6歳以上,6-9-9-194,2.8,6.9,10.9,,
キズナ,1,age,ダ,2歳,21-14-16-129,11.8,19.7,29.8,83.5,
キズナ,1,age,ダ,3歳,128-110-91-752,11.8,22.0,30.4,90.4,76.3
キズナ,1,age,ダ,4歳,75-58-67-468,11.3,19.9,29.9,,74.0
キズナ,1,age,ダ,5歳,21-22-22-247,7.1,,,,
キズナ,1,baba,芝,良,347-308-291-2233,10.9,20.6,29.8,,
キズナ,1,baba,芝,稍,60-64-49-456,9.5,19.7,27.5,88.1,
キズナ,1,baba,芝,重,31-16-22-163,13.4,20.3,29.7,,
キズナ,1,baba,芝,不良,5-2-3-30,12.5,17.5,25.0,43.5,45.0
キズナ,1,baba,ダ,良,167-128-130-1094,11.1,19.3,28.4,100.9,80.9
キズナ,1,baba,ダ,稍,42-41-30-311,9.7,19.2,26.0,69.4,74.2
キズナ,1,baba,ダ,重,9-20.5-27.4-42,,,,,77.9
キズナ,1,baba,ダ,不良,19-10-3-66,12.5,14.6,23.0,100.1,52.4
キズナ,1,course,芝,札幌,24-13-17-140,12.4,19.1,27.8,122.6,79.9
キズナ,1,course,芝,函館,22-9-16-94,15.6,22.0,33.3,158.5,98.8
キズナ,1,course,芝,福島,31-22-23-153,13.5,23.1,33.0,146.3,105.4
キズナ,1,course,芝,新潟,35-35-34-287,9.0,17.9,26.6,60.0,84.3
キズナ,1,course,芝,東京,57-64-57-361,10.6,22.4,31.0,61.0,85.9
キズナ,1,course,芝,中山,46-40-39-310,10.6,19.8,28.7,79.1,90.9
キズナ,1,course,芝,中京,58-50-56-406,10.2,19.0,28.9,,
キズナ,1,course,芝,京都,63-47-37-351,12.7,22.1,29.5,74.1,78.4
キズナ,1,course,芝,阪神,73-74-56-460,11.0,22.3,30.6,128.1,100.5
キズナ,1,course,芝,小倉,34-36-30-320,8.1,16.7,23.8,45.4,60.0
キズナ,1,course,ダ,札幌,8-4-2-44,,,,67.2,49.3
キズナ,1,course,ダ,函館,10-5-3-46,15.6,23.4,28.1,97.7,63.0
キズナ,1,course,ダ,福島,6-8-16-79,,,,19.2,47.6
キズナ,1,course,ダ,新潟,19-12-12-114,12.1,19.7,27.4,65.6,
キズナ,1,course,ダ,東京,24-29-28-266,6.9,15.3,23.4,,81.6
キズナ,1,course,ダ,中山,21-10-19-187,8.9,13.1,21.1,95.2,69.3
キズナ,1,course,ダ,中京,57-47-46-346,11.5,21.0,30.2,145.5,89.4
キズナ,1,course,ダ,京都,32-31-29-184,11.6,22.8,33.3,,
キズナ,1,course,ダ,阪神,63-55-52-331,12.6,23.6,33.9,60.1,89.6
キズナ,1,course,ダ,小倉,14-6-12-130,8.6,12.3,19.6,,
キズナ,1,distance,芝,1000,1-7-4-38,2.0,16.0,24.0,6.6,69.4
キズナ,1,distance,芝,1200,38-31-35-370,8.0,14.6,21.9,77.7,73.6
キズナ,1,distance,芝,1400,30-27-34-249,8.8,16.8,26.8,65.3,79.0
キズナ,1,distance,芝,1600,90-76-57-562,11.5,21.1,28.4,86.6,82.7
キズナ,1,distance,芝,1700,—,,,,,
キズナ,1,distance,芝,1800,98-84-75-532,12.4,23.1,32.6,94.4,87.1
キズナ,1,distance,芝,2000,120-91-93-691,12.1,21.2,30.6,128.8,87.5
キズナ,1,distance,芝,2200,25-22-26-168,10.3,19.5,30.3,96.7,101.4
キズナ,1,distance,芝,2300〜,44-48-42-272,10.8,22.7,33.0,50.5,81.7
キズナ,1,distance,ダ,1000,1-1-4-31,2.7,5.4,16.2,5.1,34.1
キズナ,1,distance,ダ,1200,13-14-13-198,5.7,11.8,17.5,64.6,
キズナ,1,distance,ダ,1400,41-29-25-284,11.0,18.8,25.1,60.4,68.4
キズナ,1,distance,ダ,1600,10-12-14-125,6.2,13.7,22.4,24.4,76.4
キズナ,1,distance,ダ,1700,33-18-14-228,11.3,17.4,22.2,69.0,57.5
キズナ,1,distance,ダ,1800,122-95-92-638,12.9,22.9,32.6,133.6,92.9
キズナ,1,distance,ダ,2000,10-7-9-50,,,,,
キズナ,1,distance,ダ,2200,33-37-43-213,10.1,21.5,34.7,64.0,86.9
キズナ,1,draw,芝,1,43-49-31-302,10.1,21.6,28.9,72.0,
キズナ,1,draw,芝,2,45-43-37-301,10.7,20.9,27.7,140.8,
キズナ,1,draw,芝,3,52-52-46-340,10.7,21.4,30.9,104.9,86.7
キズナ,1,draw,芝,4,53-51-44-363,10.4,20.4,29.0,,
キズナ,1,draw,芝,5,67-52-40-411,11.8,20.9,28.0,,
キズナ,1,draw,芝,6,67-45-50-364,13.0,21.7,31.3,153.0,102.8
キズナ,1,draw,芝,7,63-36-48-423,11.1,17.4,25.9,,
キズナ,1,draw,芝,8,55-56-46-426,9.4,19.0,26.9,,
キズナ,1,draw,ダ,1,11-13-17-119,,11.8,17.3,24.0,
キズナ,1,draw,ダ,2,21-15-15-110,,,,24.6,
キズナ,1,draw,ダ,3,9.9-10-26.7-143,,,26.7,148.3,72.0
キズナ,1,draw,ダ,4,29-25-23-226,,,,,
キズナ,1,draw,ダ,5,9.6-17.5-26.2-152,,17.5,26.2,57.2,75.5
キズナ,1,draw,ダ,6,9-18-22-152,,,,27.5,75.2
キズナ,1,draw,ダ,7,12-21-28-118,,21.8,31.0,118.5,82.1
キズナ,1,draw,ダ,8,14-7-26-148,,,,,
キズナ,1,klass,芝,新馬,55-43-38-220,15.1,26.9,37.4,107.6,75.3
キズナ,1,klass,芝,未勝利,130-106-85-723,12.5,22.6,30.7,,
キズナ,1,klass,芝,1勝クラス,107-98-109-777,9.9,19.0,29.1,,
キズナ,1,klass,芝,2勝クラス,66-58-45-332,13.2,24.6,33.6,,
キズナ,1,klass,芝,3勝クラス,30-32-41-287,7.7,15.9,26.4,,
キズナ,1,klass,芝,OPEN,55-53-47-535,8.0,15.7,22.6,67.4,
キズナ,1,klass,ダ,新馬,13.0-21.5-26.8-220,,,,,
キズナ,1,klass,ダ,未勝利,26-28.6-32.9-723,,28.6,,97.3,81.9
キズナ,1,klass,ダ,1勝クラス,9.5-7.2-12.9-777,,,,,61.6
キズナ,1,klass,ダ,2勝クラス,20-19-27-332,,,,76.8,63.6
キズナ,1,klass,ダ,3勝クラス,9.4-13-33-287,,,33.0,,80.0
キズナ,1,klass,ダ,OPEN,9.5-14.2-19-535,,14.2,,114.3,83.7
キズナ,1,other,芝,2025,106-100-81-661,11.2,21.7,30.3,92.1,72.4
キズナ,1,other,芝,2024,116-77-71-623,13.1,21.8,29.8,76.9,73.0
キズナ,1,other,芝,2023,85-87-76-541,10.8,21.8,31.4,72.5,
キズナ,1,other,芝,2022,74-68-69-564,9.5,18.3,27.2,138.6,103.1
キズナ,1,other,芝,2021,62-58-68-493,9.1,17.6,27.6,85.3,92.8
キズナ,1,other,芝,新馬,50-40-34-193,15.8,28.4,39.1,109.4,78.7
キズナ,1,other,ダ,2025,47-42-36-293,11.2,21.3,29.9,50.7,60.5
キズナ,1,other,ダ,2024,57-43-39-337,12.0,21.0,29.2,107.0,73.3
キズナ,1,other,ダ,2023,40-36-32-310,9.6,18.2,25.8,73.0,
キズナ,1,other,ダ,2022,33-37-46-313,7.6,16.0,26.6,81.7,84.7
キズナ,1,other,ダ,2021,56-48-49-414,9.8,18.2,27.0,116.0,
キズナ,1,other,ダ,新馬,6-5-3-29,14.0,25.6,32.6,49.3,
キズナ,1,pace,芝,逃げ,188-142-115-694,16.5,29.0,39.1,177.5,119.1
キズナ,1,pace,芝,先行,152-134-125-753,13.1,24.7,35.5,,68.4
キズナ,1,pace,芝,差し,67-69-83-701,7.3,14.8,23.7,,
キズナ,1,pace,芝,追込,35-38-39-692,4.4,9.1,13.9,,30.7
キズナ,1,pace,ダ,逃げ,157-88-74-396,22.0,34.3,44.6,151.2,116.9
キズナ,1,pace,ダ,先行,32-33-31-302,,,,68.4,
キズナ,1,pace,ダ,差し,10-13-19-302,,,,,
キズナ,1,pace,ダ,追込,9-8-21-406,,,,,30.7
キズナ,1,popularity,芝,1番人気,162-88-51-154,35.6,54.9,66.3,85.6,84.7
キズナ,1,popularity,芝,2番人気,87-83-69-197,20.0,39.0,54.8,77.7,84.5
キズナ,1,popularity,芝,3番人気,69-54-52-214,17.7,31.6,45.0,100.0,85.0
キズナ,1,popularity,芝,4番人気,31-44-48-252,8.3,20.0,32.8,67.1,79.5
キズナ,1,popularity,芝,5番人気,27-35-35-242,8.0,18.3,28.6,83.3,82.4
キズナ,1,popularity,芝,6番人気以下,67-86-110-1823,3.2,7.3,12.6,102.3,87.9
キズナ,1,popularity,ダ,1番人気,104-51-37-96,36.1,53.8,66.7,84.4,86.6
キズナ,1,popularity,ダ,2番人気,38-54-27-118,16.0,38.8,50.2,65.1,88.0
キズナ,1,popularity,ダ,3番人気,41-25-40-117,17.4,28.0,45.0,,
キズナ,1,popularity,ダ,4番人気,26-30-22-138,12.0,,,,
キズナ,1,popularity,ダ,5番人気,18-15-23-151,8.7,16.0,27.2,,
キズナ,1,popularity,ダ,6番人気以下,34-41-62-1032,2.9,6.4,11.7,102.3,76.4
キズナ,1,season,芝,春(3〜5月),133-126-104-906,10.5,20.5,28.7,,
キズナ,1,season,芝,夏(6〜8月),125-87-90-746,11.9,20.2,28.7,109.4,
キズナ,1,season,芝,秋(9〜11月),104-108-104-728,10.2,20.7,30.9,,
キズナ,1,season,芝,冬(12〜2月),94-90-72-715,9.7,18.9,26.4,,
キズナ,1,season,ダ,春(3〜5月),60-43-50-373,11.4,19.6,29.2,,70.7
キズナ,1,season,ダ,夏(6〜8月),49-42-35-396,,,,,
キズナ,1,season,ダ,秋(9〜11月),57-42-57-363,11.0,19.1,,,72.0
キズナ,1,season,ダ,冬(12〜2月),94-72-71-715,11.2,20.2,27.7,131.8,85.9
キズナ,1,sex,芝,牡馬,213-184-173-1242,11.8,21.9,31.5,75.9,83.0
キズナ,1,sex,ダ,牡馬,159-143-149-982,11.1,21.1,31.5,99.9,87.7
ロードカナロア,2,age,芝,2歳,78-76-52-426,12.3,24.4,32.6,74.8,72.6
ロードカナロア,2,age,芝,3歳,201-160-121-1164,12.2,21.9,29.3,69.6,
ロードカナロア,2,age,芝,4歳,114-109-74-693,11.5,22.3,29.7,84.5,
ロードカナロア,2,age,芝,5歳,64-75-57-621,7.8,17.0,24.0,,81.9
ロードカナロア,2,age,芝,6歳以上,38-37-23-504,6.3,12.3,16.1,,
ロードカナロア,2,age,ダ,2歳,47-61-43-285,15.0,23.3,31.6,131.7,78.0
ロードカナロア,2,age,ダ,3歳,132-130-105-890,10.7,19.1,27.6,62.2,69.0
ロードカナロア,2,age,ダ,4歳,71-55-49-568,9.6,18.6,25.1,,81.9
ロードカナロア,2,age,ダ,5歳,30-31-33-415,,,,,
ロードカナロア,2,age,ダ,6歳以上,23-12-11-348,,,,,
ロードカナロア,2,baba,芝,良,403-359-260-2540,11.0,20.7,28.0,80.2,78.5
ロードカナロア,2,baba,芝,稍,61-65-44-504,9.1,18.7,25.2,60.4,65.0
ロードカナロア,2,baba,芝,重,27-25-21-222,9.2,17.6,24.7,73.1,65.0
ロードカナロア,2,baba,芝,不良,4-2-3-37,8.7,13.0,19.5,206.1,70.0
ロードカナロア,2,baba,ダ,良,168-145-140-1503,8.5,16.8,24.2,88.8,80.1
ロードカナロア,2,baba,ダ,稍,43-43-32-413,7.9,15.8,23.6,42.3,60.0
ロードカナロア,2,baba,ダ,重,32-23-26-281,8.8,15.2,22.3,23.6,49.1
ロードカナロア,2,baba,ダ,不良,19-9-11-114,12.5,18.4,,101.7,52.9
ロードカナロア,2,course,芝,札幌,25-25-14-173,10.5,21.1,27.0,69.5,85.9
ロードカナロア,2,course,芝,函館,21-27-13-147,10.3,23.5,,,90.6
ロードカナロア,2,course,芝,福島,18-20-18-189,7.3,15.5,22.9,,79.4
ロードカナロア,2,course,芝,新潟,47-34-39-340,10.2,17.6,26.1,108.7,87.5
ロードカナロア,2,course,芝,東京,80-84-61-505,11.0,22.5,30.8,,79.0
ロードカナロア,2,course,芝,中山,57-63-36-397,10.3,21.7,28.2,55.4,79.2
ロードカナロア,2,course,芝,京都,72-47-50-437,11.9,19.6,27.8,44.36,71.4
ロードカナロア,2,course,芝,阪神,71-72-48-513,10.3,21.3,28.4,74.4,69.5
ロードカナロア,2,course,芝,小倉,58-46-33-404,10.7,19.2,25.3,109.8,70.7
ロードカナロア,2,course,ダ,札幌,8-10-16-96,,13.8,26.2,35.6,37.0
ロードカナロア,2,course,ダ,函館,11-13-10-62,11.5,25.0,,128.5,91.0
ロードカナロア,2,course,ダ,福島,7-3-12-89,,,,49.7,
ロードカナロア,2,course,ダ,新潟,19-19-16-185,,15.9,,,
ロードカナロア,2,course,ダ,東京,58-46-43-361,11.4,20.5,30.0,,67.0
ロードカナロア,2,course,ダ,中山,47-25-27-205,15.6,23.9,,,111.1
ロードカナロア,2,course,ダ,京都,44-36-41-384,,15.8,23.1,,79.0
ロードカナロア,2,course,ダ,阪神,33-48-39-326,6.9,18.0,25.5,49.9,68.3
ロードカナロア,2,course,ダ,小倉,36-42-44-328,,,,,69.5
ロードカナロア,2,distance,芝,1000,7-5-13-76,6.9,11.9,24.8,156.4,101.8
ロードカナロア,2,distance,芝,1200,142-132-90-960,10.7,20.7,27.5,88.7,76.2
ロードカナロア,2,distance,芝,1400,71-56-42-513,10.4,18.6,24.8,70.6,80.4
ロードカナロア,2,distance,芝,1600,125-118-101-833,10.6,20.6,29.2,,
ロードカナロア,2,distance,芝,1700,—,,,,,
ロードカナロア,2,distance,芝,1800,88-76-51-523,11.9,22.2,29.1,70.5,64.6
ロードカナロア,2,distance,芝,2000,49-42-26-368,10.3,18.8,24.1,65.5,
ロードカナロア,2,distance,芝,2200,8-11-10-55,9.3,22.1,33.7,,
ロードカナロア,2,distance,芝,2300〜,5-11-4-80,,,,45.0,
ロードカナロア,2,distance,ダ,1000,19-14-15-120,11.3,19.6,28.6,66.4,72.0
ロードカナロア,2,distance,ダ,1200,76-67-62-674,8.6,16.3,23.3,,
ロードカナロア,2,distance,ダ,1400,70-58-44-543,9.8,17.9,24.0,133.3,57.9
ロードカナロア,2,distance,ダ,1600,26-17-21-166,11.4,19.0,28.6,70.4,79.0
ロードカナロア,2,distance,ダ,1700,12-7-13-127,7.3,11.9,19.8,121.1,86.4
ロードカナロア,2,distance,ダ,1800,50-40-34-490,7.9,14.2,19.6,52.7,58.5
ロードカナロア,2,distance,ダ,2200,10-9-13-110,7.0,13.4,22.5,32.7,54.3
ロードカナロア,2,draw,芝,1,48-50-36-406,8.8,18.4,25.0,103.8,96.6
ロードカナロア,2,draw,芝,2,50-53-32-340,10.5,21.7,28.4,,
ロードカナロア,2,draw,芝,3,56-59-44-398,10.1,20.6,28.5,,
ロードカナロア,2,draw,芝,4,55-57-45-401,10.1,20.1,28.1,40.6,
ロードカナロア,2,draw,芝,5,67-52-40-411,11.8,20.9,28.0,27.5,65.6
ロードカナロア,2,draw,芝,6,63-48-52-405,11.1,19.5,28.6,,
ロードカナロア,2,draw,芝,7,77-59-40-500,11.4,20.1,26.0,18.0,116.6
ロードカナロア,2,draw,芝,8,79-73-48-546,10.6,20.4,26.9,,
ロードカナロア,2,draw,ダ,1,10-13-13-103,,16.8,,96.7,
ロードカナロア,2,draw,ダ,2,10.5-27-29-110,,,,,
ロードカナロア,2,draw,ダ,3,9.7-13.0-23.2-69,,,23.2,,71.6
ロードカナロア,2,draw,ダ,4,11.0-12.4-22.6-72.5,,,,,75.0
ロードカナロア,2,draw,ダ,5,11.8-20.9-27.9-66.5,,20.9,27.9,,77.0
ロードカナロア,2,draw,ダ,6,9.3-12.9-25.6-66.5,,,25.6,18.0,118.6
ロードカナロア,2,draw,ダ,7,11.4-39.2-26.3-65,,,26.3,,77.1
ロードカナロア,2,draw,ダ,8,11.4-32.4-32.4-67,,,,,
ロードカナロア,2,klass,芝,新馬,50-47-37-202,11.7,22.7,31.4,41.7,52.7
ロードカナロア,2,klass,芝,未勝利,159-149-84-799,10.6,19.2,26.1,,
ロードカナロア,2,klass,芝,1勝クラス,122-111-73-776,10.5,20.0,26.3,,
ロードカナロア,2,klass,芝,2勝クラス,87-72-53-477,12.8,23.4,31.2,,
ロードカナロア,2,klass,芝,3勝クラス,43-52-30-427,7.8,17.2,22.6,,
ロードカナロア,2,klass,芝,OPEN,77-75-60-636,9.1,17.9,25.0,103.6,95.4
ロードカナロア,2,klass,ダ,新馬,10.1-17.7-26.2-202,,17.7,26.2,64.4,68.8
ロードカナロア,2,klass,ダ,未勝利,93-70-76-679,,,,,
ロードカナロア,2,other,芝,2025,82-72-57-539,10.9,20.5,28.1,65.9,83.9
ロードカナロア,2,other,芝,2024,95-85-65-573,11.6,22.0,30.0,78.0,73.6
ロードカナロア,2,other,芝,2023,95-102-68-693,9.9,20.6,27.6,84.8,
ロードカナロア,2,other,芝,2022,109-102-73-843,9.7,18.7,25.2,91.4,76.7
ロードカナロア,2,other,芝,2021,114-90-74-760,11.0,19.7,26.8,96.6,74.7
ロードカナロア,2,other,芝,新馬,39-38-30-232,11.5,22.7,31.6,49.0,57.0
ロードカナロア,2,other,ダ,2025,50-41-33-395,9.8,17.9,24.4,98.6,78.8
ロードカナロア,2,other,ダ,2024,53-43-46-438,9.5,17.0,25.2,,75.0
ロードカナロア,2,other,ダ,2023,57-50-46-543,8.3,15.5,22.2,,66.3
ロードカナロア,2,other,ダ,2022,93-17-9-846,,,,,75.5
ロードカナロア,2,other,ダ,2021,63-14-0-720,,,,,72.0
ロードカナロア,2,other,ダ,新馬,11-9-7-44,15.5,28.2,,27.1,71.2
ロードカナロア,2,pace,芝,逃げ,243-203-122-897,16.6,30.4,38.8,118.6,109.2
ロードカナロア,2,pace,芝,先行,162-149-114-917,12.3,23.5,32.1,,
ロードカナロア,2,pace,芝,差し,63-72-77-911,6.9,13.5,21.0,,
ロードカナロア,2,pace,芝,追込,23-28-41-596,,,,,33.1
ロードカナロア,2,pace,ダ,逃げ,191-144-121-666,17.0,29.9,40.6,142.5,117.3
ロードカナロア,2,pace,ダ,先行,62-48-55-608,14.7,17.6,,,
ロードカナロア,2,pace,ダ,差し,12-19-23-379,,,,,31.5
ロードカナロア,2,pace,ダ,追込,19-33-37-376,,,,,33.1
ロードカナロア,2,popularity,芝,1番人気,190-122-62-203,33.8,54.2,65.3,89.6,84.6
ロードカナロア,2,popularity,芝,2番人気,115-94-56-237,22.7,,,,
ロードカナロア,2,popularity,芝,3番人気,81-65-67-258,15.3,25.9,36.1,74.2,70.3
ロードカナロア,2,popularity,芝,4番人気,35-42-43-260,9.2,20.3,31.6,,
ロードカナロア,2,popularity,芝,5番人気,25-38-25-312,6.3,15.8,22.0,62.5,64.4
ロードカナロア,2,popularity,芝,6番人気以下,69-97-105-2107,2.9,7.0,11.4,74.9,72.6
ロードカナロア,2,popularity,ダ,1番人気,89-57-37-101,32.0,52.5,65.1,76.5,80.6
ロードカナロア,2,popularity,ダ,2番人気,46-44-26-118,19.6,38.5,49.6,,
ロードカナロア,2,popularity,ダ,3番人気,36-38-35-141,14.1,29.6,,,
ロードカナロア,2,popularity,ダ,4番人気,33-21-22-188,12.5,,28.6,99.5,69.5
ロードカナロア,2,popularity,ダ,5番人気,18-15-23-151,8.7,,,,81.7
ロードカナロア,2,popularity,ダ,6番人気以下,47-61-78-1649,2.5,6.4,,,73.8
ロードカナロア,2,season,芝,春(3〜5月),11-9-7-61,12.5,22.7,30.7,49.0,
ロードカナロア,2,season,芝,夏(6〜8月),122-116-84-891,10.1,,,53.5,
ロードカナロア,2,season,芝,秋(9〜11月),96-100-75-787,11.5,,27.0,48.46,49.7
ロードカナロア,2,season,芝,冬(12〜2月),152-116-83-906,12.1,21.3,27.9,81.5,81.8
ロードカナロア,2,sex,芝,牡馬,249-238-152-1539,11.4,22.4,29.3,75.2,75.5
ロードカナロア,2,sex,ダ,牡馬,158-117-101-1079,10.9,18.9,25.8,,72.0
ドゥラメンテ,3,age,芝,2歳,68-64-51-309,13.8,26.8,37.2,90.3,75.2
ドゥラメンテ,3,age,芝,3歳,162-154-157-1100,10.3,20.1,30.1,109.8,80.7
ドゥラメンテ,3,age,芝,4歳,74-73-69-480,10.5,21.0,30.7,51.4,64.9
ドゥラメンテ,3,age,芝,5歳,18-18-23-334,4.6,9.2,,,199.7
ドゥラメンテ,3,age,芝,6歳以上,4-6-5-119,,,,,
ドゥラメンテ,3,age,ダ,2歳,10-17-15-97,,19.4,30.2,35.8,79.9
ドゥラメンテ,3,age,ダ,3歳,10-17-15-97,,19.4,26.7,71.3,64.6
ドゥラメンテ,3,age,ダ,4歳,10.9-19.4-26.7-72,,,26.7,,64.9
ドゥラメンテ,3,age,ダ,5歳,3-6-3-53,,,,14.5,53.5
ドゥラメンテ,3,baba,芝,良,256-247-237-1830,10.0,19.6,28.8,,
ドゥラメンテ,3,baba,芝,稍,51-47-46-358,10.2,19.6,28.7,,74.4
ドゥラメンテ,3,baba,芝,重,15-17-19-133,8.3,17.8,28.3,,
ドゥラメンテ,3,baba,芝,不良,4-4-3-21,12.5,25.0,34.4,38.0,134.3
ドゥラメンテ,3,baba,ダ,良,129-141-119-1041,9.9,17.5,25.7,74.4,68.9
ドゥラメンテ,3,baba,ダ,稍,30-46-19-289,11.0,20.3,27.1,131.1,79.0
ドゥラメンテ,3,baba,ダ,重,27-26-20-211,,,,,
ドゥラメンテ,3,baba,ダ,不良,12.4-19.8-30.4-86,12.4,19.8,30.4,134.3,83.6
ドゥラメンテ,3,course,芝,札幌,29-13-19-116,16.4,23.7,34.5,98.8,98.8
ドゥラメンテ,3,course,芝,函館,7-7-7-83,6.7,13.3,20.0,74.4,51.4
ドゥラメンテ,3,course,芝,福島,16-16-16-146,8.2,16.5,24.7,49.9,84.8
ドゥラメンテ,3,course,芝,新潟,30-30-24-206,10.3,20.7,28.9,96.4,67.3
ドゥラメンテ,3,course,芝,東京,57-65-54-407,12.0,23.2,31.6,53.7,88.4
ドゥラメンテ,3,course,芝,中山,41-48-48-312,9.1,19.8,30.5,118.9,79.2
ドゥラメンテ,3,course,芝,中京,33-42-36-297,8.1,18.4,27.3,47.0,80.6
ドゥラメンテ,3,course,芝,京都,33-40-25-260,9.3,20.5,27.5,26.8,60.5
ドゥラメンテ,3,course,芝,阪神,48-41-40-307,11.0,20.4,29.6,35.5,60.6
ドゥラメンテ,3,course,芝,小倉,26-26-37-255,7.6,15.1,25.9,41.9,90.9
ドゥラメンテ,3,course,ダ,札幌,11-8-6-56,,23.5,30.9,72.1,77.0
ドゥラメンテ,3,course,ダ,函館,9-6-6-83,,14.8,27.9,36.1,128.5
ドゥラメンテ,3,course,ダ,福島,16-15-13-145,,,,9.3,23.3
ドゥラメンテ,3,course,ダ,新潟,30-30-24-206,10.7,,96.4,102.9,78.0
ドゥラメンテ,3,course,ダ,東京,37-27-25-262,10.5,18.2,25.4,146.9,83.3
ドゥラメンテ,3,course,ダ,中山,24-20-11-198,9.5,17.4,21.7,51.8,60.0
ドゥラメンテ,3,course,ダ,中京,26-28-32-235,8.0,16.5,26.3,39.1,66.5
ドゥラメンテ,3,course,ダ,京都,8-17-15-101,5.7,17.1,28.3,28.6,64.0
ドゥラメンテ,3,course,ダ,阪神,29-18-19-187,11.5,18.4,25.9,45.9,60.5
ドゥラメンテ,3,course,ダ,小倉,6-10-12-308,,,,48.7,52.5
ドゥラメンテ,3,distance,芝,1000,0-0-0-7,0.0,0.0,0.0,0.0,0.0
ドゥラメンテ,3,distance,芝,1200,14-18-11-171,6.5,15.0,20.1,69.4,69.2
ドゥラメンテ,3,distance,芝,1400,17-17-14-173,7.7,15.4,21.7,78.5,65.7
ドゥラメンテ,3,distance,芝,1600,48-52-43-466,8.0,16.6,23.7,49.9,65.2
ドゥラメンテ,3,distance,芝,1700,—,,,,,
ドゥラメンテ,3,distance,芝,1800,99-84-88-514,12.3,34.5,,106.4,90.7
ドゥラメンテ,3,distance,芝,2000,80-92-91-662,8.6,18.6,28.4,50.9,75.2
ドゥラメンテ,3,distance,芝,2200,23-19-22-138,11.4,20.9,31.7,43.1,59.4
ドゥラメンテ,3,distance,芝,2300〜,45-33-36-217,13.6,23.6,34.4,90.4,85.2
ドゥラメンテ,3,distance,ダ,1000,1-3-3-29,2.6,15.8,23.7,,133.2
ドゥラメンテ,3,distance,ダ,1200,21-16-8-213,8.1,14.3,17.4,88.6,76.4
ドゥラメンテ,3,distance,ダ,1400,21-12-17-137,11.3,17.0,26.8,49.7,56.0
ドゥラメンテ,3,distance,ダ,1700,32-20-20-197,11.9,19.3,26.8,115.9,64.1
ドゥラメンテ,3,distance,ダ,1800,70-74-68-502,9.8,20.2,29.7,43.1,66.5
ドゥラメンテ,3,distance,ダ,2300〜,10-12-16-122,6.3,13.8,23.8,32.7,75.7
ドゥラメンテ,3,draw,芝,1,39-36-36-215,12.0,23.0,34.4,17.4,96.0
ドゥラメンテ,3,draw,芝,2,32-39-32-227,12.3,23.0,,,77.9
ドゥラメンテ,3,draw,芝,3,36-34-35-263,9.8,19.0,,,
ドゥラメンテ,3,draw,芝,4,27-37-38-283,7.0,16.6,,19.2,
ドゥラメンテ,3,draw,芝,5,42-46-29-273,10.7,22.4,30.0,16.1,
ドゥラメンテ,3,draw,芝,6,46-30-44-262,12.0,19.8,,123.8,
ドゥラメンテ,3,draw,芝,7,48-47-51-322,10.3,20.3,31.2,11.5,
ドゥラメンテ,3,draw,芝,8,37-37-38-323,,,,31.5,
ドゥラメンテ,3,draw,ダ,1,13-15-11-127,11.5,23.1,41.0,71.4,47.4
ドゥラメンテ,3,draw,ダ,2,10-13-13-117,,,,200.9,74.9
ドゥラメンテ,3,draw,ダ,3,18-15-12-118,,,,14.8,60.0
ドゥラメンテ,3,draw,ダ,4,16-25-18-178,,,,24.8,74.9
ドゥラメンテ,3,draw,ダ,5,13-13-18-123.8,,,,45.9,60.0
ドゥラメンテ,3,draw,ダ,6,11-16-26-128,,16.5,24.1,45.7,60.0
ドゥラメンテ,3,draw,ダ,7,11-16-26-128,,,,45.9,84.2
ドゥラメンテ,3,klass,芝,新馬,41-40-34-212,12.6,24.8,35.2,36.6,58.7
ドゥラメンテ,3,klass,芝,未勝利,97-77-91-740,9.7,17.3,26.4,,
ドゥラメンテ,3,klass,芝,OPEN,40-40-31-316,9.4,18.7,26.0,83.6,49.2
ドゥラメンテ,3,klass,ダ,新馬,13.5-22.0-30.2-90.5,,22.0,30.2,35.8,79.9
ドゥラメンテ,3,klass,ダ,未勝利,97-77-91-740,,,,,
ドゥラメンテ,3,other,芝,2025,49-43-49-427,8.6,16.2,24.8,68.1,65.2
ドゥラメンテ,3,other,芝,2024,65-52-54-484,9.9,17.9,26.1,100.7,66.9
ドゥラメンテ,3,other,芝,2023,77-79-77-528,10.1,20.5,30.4,57.4,80.0
ドゥラメンテ,3,other,芝,2022,74-67-66-417,11.6,22.0,32.4,,
ドゥラメンテ,3,other,芝,2021,61-74-57-426,9.9,21.8,31.1,65.6,77.4
ドゥラメンテ,3,other,芝,新馬,38-33-29-170,14.1,26.3,37.0,38.3,47.7
ドゥラメンテ,3,other,ダ,2025,22-25-21-228,7.4,15.9,23.0,33.4,62.1
ドゥラメンテ,3,other,ダ,2024,38-33-33-295,9.5,17.8,26.1,79.7,68.2
