race_date,publish_date,course,race,type,umaban,name,popularity_est,comment,race_id,surface,distance,baba,actual_finish,actual_pop,actual_odds,actual_name
20260530,2026-05-29,東京,6,◎,3,ナックホワイト,6,"前走は外伸び馬場で最内を逃げる形になってしまい大敗したが、2走前は重賞で勝ち馬と0.2秒差の大健闘。
今回は初ダートになるが、芝スタートなので好発決め砂をかぶらないように逃げられれば一発がある。
他候補だった1.2.12は紐まで。",202605021106,ダ,1600,良,12,5,55.0,ナックホワイト
20260530,2026-05-29,東京,7,◎,10,グロリアスマーチ,4,"前走はかなり内が有利な馬場で不利な15番枠から4頭分外を回るロスが痛かった。ただその前は3戦連続で馬券に絡み続けていた堅実な馬。
今回は内の7.8あたりが逃げて、その直後をスムーズに先行できれば巻き返せる。",202605021107,芝,1400,良,5,7,57.0,グロリアスマーチ
20260530,2026-05-29,東京,9,◎,6,サンドブラスト,10,"2走前は控える形になるも0.2差3着好走。しかもゴール後は突き抜けていた。今回は距離延長で位置取りやすくなりそうだし、好位で溜めて東京の長い直線でうまく捌ければ。
単穴は自分の形に持ち込めた時の11。",202605021109,ダ,1400,良,1,3,58.0,サンドブラスト
20260530,2026-05-29,東京,10,◎,9,ケイケイ,10,"ここのところは二桁着順が続いていたが、前走は3着とタイム差なしに走れており復調気配見えた。
元々このクラスでも惜しい競馬は何度もしていた実績あるし派手さがないので人気しないタイプなのも良い。外目の馬場の良いところをスムーズに走り続けられれば大穴に。",202605021110,芝,1600,良,9,7,58.0,ケイケイ
20260530,2026-05-29,東京,10,◎,7,トレサフィール,5,"前走は初ダートでさっぱり。
ただ芝なら3走前に重賞で厳しい展開でも勝ち馬エキサイトバイオと0.3差大健闘した実績あり。芝に戻して単騎で楽逃げさせてもらえたら一変していい。",202605021110,芝,1600,良,5,6,58.0,トレサフィール
20260530,2026-05-29,東京,10,紐,6,,,紐穴なら追い込み届く展開になった時の6.8。,202605021110,芝,1600,良,6,,58.0,ツルマウカタチ
20260530,2026-05-29,東京,10,紐,8,,,紐穴なら追い込み届く展開になった時の6.8。,202605021110,芝,1600,良,7,2,58.0,スナークピカソ
20260530,2026-05-29,東京,11,◎,5,ルージュスタニング,10,前走はスムーズな競馬ではあったが4頭分外を走っており、これでセギレエルビエントに勝ち切ったのは立派だった。今回は外に逃げ馬がいる並びで揉まれる可能性あるのがどうかも、うまく好位で流れに乗って運べればもう一丁があっていい。人気無いなら素直に狙う。,202605021111,ダ,1600,良,13,3,55.0,ルージュスタニング
20260530,2026-05-29,東京,11,紐,2,,,紐穴は2.13。,202605021111,ダ,1600,良,14,1,57.0,スナークラファエロ
20260530,2026-05-29,東京,11,紐,13,,,紐穴は2.13。,202605021111,ダ,1600,良,10,7,57.0,ハビレ
20260530,2026-05-29,東京,11,単穴,7,マーブルロック,11,,202605021111,ダ,1600,良,8,4,58.0,マーブルロック
20260530,2026-05-29,京都,7,◎,3,ワンダーイロネ,7,初芝+差し展開を2番手先行で0.1秒差に粘った前走の内容は評価できる。今回は同型が多いので被され揉まれるリスクあるのは怖いが、自分の形ならやれていいので人気薄ならもう一丁狙う。,202608031107,芝,1600,良,8,2,56.0,ワンダーイロネ
20260530,2026-05-29,京都,8,◎,8,エイヨーアメジスト,9,"前走は前残りの展開を後方から大外回す形で4着ではあったが、勝ち馬ボンヌソワレとタイム差はなかった。
今回は騎手も継続騎乗になるし前走の経験を活かして脚を使い切るよう仕掛けてくれれば。
その他候補だった1.4.5.6.12は紐まで。",202608031108,芝,1400,良,5,6,56.0,エイヨーアメジスト
20260530,2026-05-29,京都,9,◎,1,スターシップ,6,"前走は勝ち馬が強すぎたが3着は大きく離しての2着に好走。
コントロールが難しそうな馬なので、少頭数+継続騎乗は歓迎。
後方からになると思うが、前が潰し合う展開になってくれれば差し込みも。",202608031109,ダ,1800,良,4,2,57.0,スターシップ
20260530,2026-05-29,京都,11,◎,16,ショウナンカリス,9,"前走はG1桜花賞でハイペースを外々先行する形は流石に厳しく、1600ｍも長かった。1200mで細かい折り合いを気にせず外を伸び伸び走る形なら一発があっても。
団子展開になったら外々走らされ続けて終了するリスクのある大外枠は悩ましいが、現在10人気と人気薄ならそのリスクも許容。逃げ先行馬が多いので内前で潰し合い超ハイペース縦長になる事を祈って狙う。",202608031111,芝,1200,良,10,8,55.0,ショウナンカリス
20260530,2026-05-29,京都,12,◎,14,サマースイートピー,11,"前走は5ヶ月ぶりだったし上位の牡馬3頭も強かった。4着に粘れた事を素直に評価。今回は内側の9ランスオブセヘルが強い先行馬なので、これをマークしながら運べれば。
その他候補の2.4.6-9.15は紐評価まで。
この度は私の記事をご覧くださりありがとうございます。もし少しでも参考になりましたら「スキ（ハートボタン）」や「オススメ」等押して頂けますととても励みになります！(_ _)
※ハートボタンを押すと「期待値の高い騎手」がランダムで表示されます。",202608031112,ダ,1200,良,9,7,56.0,サマースイートピー
20260524,2026-05-23,東京,7,◎,1,ムーンストラック,11,"前走は接触する不利もあり惨敗したが、2走前は展開不利の中3着と0.1秒差。その前もこのクラスで惜しい競馬はしていた。
今回は1枠なので内ラチ沿いをぴったりロスなく回ってこられれば。土曜は外伸び傾向だったが、各馬がそれを意識して過剰に内を避けるようなら逆に最短距離を通れるこの枠がメリットになる可能性も。",202605021007,芝,2400,良,11,9,56.0,ムーンストラック
20260524,2026-05-23,東京,8,◎,4,ライフゲート,6,前走は先行争いで被され窮屈。ただ厳しい形でも3着を確保したのは立派だった。今回も同型は多いがすんなり先行できれば能力は上位なので。,202605021008,ダ,1600,稍,13,2,58.0,ライフゲート
20260524,2026-05-23,東京,8,紐,2,,,紐穴は2.3.6.13.14。,202605021008,ダ,1600,稍,7,1,58.0,マンダリンボレロ
20260524,2026-05-23,東京,8,紐,3,,,紐穴は2.3.6.13.14。,202605021008,ダ,1600,稍,9,2,58.0,クラッシファイド
20260524,2026-05-23,東京,8,紐,6,,,紐穴は2.3.6.13.14。,202605021008,ダ,1600,稍,4,3,58.0,バロンドール
20260524,2026-05-23,東京,8,紐,13,,,紐穴は2.3.6.13.14。,202605021008,ダ,1600,稍,14,7,58.0,ペッレグリーニ
20260524,2026-05-23,東京,8,紐,14,,,紐穴は2.3.6.13.14。,202605021008,ダ,1600,稍,6,7,58.0,バルダンツァ
20260524,2026-05-23,東京,9,◎,2,レッドバレンティア,8,"前走は斤量一気増加+抑え込み荒れた内でも0.4差とそう負けなかった。今回は前走から斤量が5キロも減るし、3走前善戦していたコースに戻るので見直したい。
12バガン(6番人気想定)も近走そう大負けしていないので、人気手頃なら押さえておきたい。",202605021009,芝,1800,良,5,8,53.0,レッドバレンティア
20260524,2026-05-23,東京,11,◎,5,リアライズルミナス,12,"前走は好発決め逃げたが暴走した馬に絡まれ揉まれかなり厳しい形。流れもスローペースからのキレ勝負で得意とは言えない展開だったがそれでも今回人気のエンネとは僅か0.1差と力は示していた。
前走のエンネとの着差を考慮すれば、ここまで人気が落ちるのは不当とみて思い切って狙う。内枠引いたし内前でロスなく運んで持久力勝負に持ち込めれば。
他、穴なら",202605021011,芝,2400,良,4,3,55.0,リアライズルミナス
20260524,2026-05-23,京都,10,◎,6,トーアジョウトウ,7,"前走は競りながらも0.2差4着と健闘。今回は外の11と12が強いためこれらにマークされる形になったら厳しいが、単騎逃げになってくれれば一発があっても。
他、11.12→6.7のワイド4点も軽く買っておく。",202608031010,ダ,1200,良,12,4,58.0,トーアジョウトウ
20260524,2026-05-23,京都,11,◎,6,ナムラエイハブ,6,2走前は絡まれ厳しい展開でも重賞で4着健闘。前走は展開不利で崩れてしまったが、マイペースで先行する形になればここでも力上位と見て。,202608031011,芝,1800,良,7,5,56.0,ナムラエイハブ
20260524,2026-05-23,京都,11,単穴,4,アンリーロード,10,"近走は5連続2桁着順とかなり厳しい成績が続いているが、前走は9頭分外を回して勝ち馬と0.5秒差。今回は少頭数+軽ハンデなので、イン溜め競馬がうまくハマれば差し込みも。
11ショウナンマグマ(12番人気想定)はムラあるが全く人気無いなら押さえておきたい。",202608031011,芝,1800,良,5,9,51.0,アンリーロード
20260524,2026-05-23,京都,12,紐,1,,,紐穴なら1.2。,202608031012,ダ,1400,良,3,12,56.0,グディンナ
20260524,2026-05-23,京都,12,紐,2,,,紐穴なら1.2。,202608031012,ダ,1400,良,14,1,56.0,レイム
20260524,2026-05-23,新潟,7,◎,12,ダディーズグーグー,8,"ハイペース早め先頭でも3着とクビ差に粘れていた2走前が強かった。
前走は外々を回る形でさっぱりだったが、減量騎手ですんなり先行できればここでも。
他候補だった7.10.14はどれも人気なので、ヒモ評価まで。",202604010807,ダ,1200,稍,10,7,55.0,ダディーズグーグー
20260524,2026-05-23,新潟,8,◎,15,ライングッドマン,10,"前走は終始外5回るロスも現級上位馬ゴールドシーンとクビ差大健闘。今回は前走よりメンバーも楽だし、8枠だが今の馬場は外伸びなので良い方に出れば。
他、6.9も本命予定だったがこれらはかなり人気しそうなので紐評価まで。
13も全く人気しなそうなので紐では押さえておく。",202604010808,芝,1200,稍,4,8,55.0,ライングッドマン
20260524,2026-05-23,新潟,11,単穴,16,ハートホイップ,8,,202604010811,芝,1000,稍,4,8,50.0,ハートホイップ
20260523,2026-05-22,東京,8,◎,9,ブライトビギニング,6,前走はJRA再転入初戦。大外枠から逃げるのに脚を使わされながらも3着とは0.1秒差に走れていた。今回の並びなら前走ほど苦労せず自然にポジションが取れそうなので前進期待したい。,202605020908,ダ,1400,稍,5,6,58.0,ブライトビギニング
20260523,2026-05-22,東京,8,◎,4,グルーヴィーオン,5,ダートスタートの前走と3走前は先行して粘る競馬で共に上位に走れている。今回も逃げor2番手ですんなりなら。,202605020908,ダ,1400,稍,4,2,56.0,グルーヴィーオン
20260523,2026-05-22,東京,11,◎,15,スマートサニー,10,"前走は逃げ争いでカットされ揉まれ厳しすぎる展開になったが盛り返して5着善戦。今回好位でスムーズに流れに乗れればもう一押しがあっていい。
大穴なら7.11。
1ストレングスは揉まれたら脆いので最内枠がカギだが、すんなり逃げor2番手の競馬ができたらしぶとい。",202605020911,ダ,1400,稍,14,8,57.0,スマートサニー
20260523,2026-05-22,京都,8,◎,9,ハルフロンティア,5,前走は逃げるも競られ捲られ。かなり厳しい展開でも3着に粘り切ったのは評価。直近3ヶ月間で6戦目とかなり使い込まれており余力がどうかも、人気手頃なら地力を信頼して狙ってみたい。,202608030908,芝,1800,良,3,5,56.0,ハルフロンティア
20260523,2026-05-22,京都,9,◎,11,ナムラヒナギク,8,前走はトップスタートを決めたのにほぼ最後方まで下げる競馬。結局超前残り展開でもったいない競馬になってしまった。2走前に勝たせた騎手に戻して素直に先行する競馬なら一変があっても。,202608030909,芝,1600,良,6,8,55.0,ナムラヒナギク
20260523,2026-05-22,京都,9,◎,8,ペイシャシス,5,"前走はG2で勝ち馬は日曜日のオークスでも上位人気に押されるような馬。そのハイレベル戦で4着とはわずか0.1秒差に走れていた。今回は勝った時の距離に戻し自己条件なので見直したい。
3オックスアイも自分の形ならしぶといので、穴なら押さえておきたい。",202608030909,芝,1600,良,4,7,55.0,ペイシャシス
20260523,2026-05-22,京都,10,◎,8,サクソンジェンヌ,6,直近は3戦続けて4着だが全て牡馬混合戦でのもの。牝馬限定戦になる今回は更に。正直枠は外に同型が複数おり被されそうで嫌な並び。ただ人気がないなら地力信頼で狙ってみたい。,202608030910,芝,2000,良,6,4,56.0,サクソンジェンヌ
20260523,2026-05-22,京都,10,◎,1,ハニーコム,12,前走は大敗したが、その前はこのクラスで大負けせずに走れていた馬。今回は1枠を引いたので最内をぴったりロスなく回ってこられれば。,202608030910,芝,2000,良,2,12,56.0,ハニーコム
20260523,2026-05-22,京都,11,◎,16,アクションプラン,7,"前走は得意ではない揉まれる形になったが、それでも2着に粘り力は示した。今回は大外枠となったがすぐ内に逃げ宣言しているナルカミがいる。これに逃げてもらって直後をついて行けばすんなりと好位が取れるはず。この形が理想。
穴なら4.5.6.13。",202608030911,ダ,1900,稍,14,8,57.0,アクションプラン
20260523,2026-05-22,京都,12,◎,8,ユウトザレン,5,"前走は終始被され厳しい形でも勝ち馬と0.2差。今回は外に先行馬が少ないので、被されず常にマイペースで走り続けられるとみて。力を出し切れればここでも上位。
他候補だった6は人気なので紐まで。
10ハリウッドブルースは藤懸Jと手が合ってそう、今回も全く人気がないなら押さえておきたい。",202608030912,ダ,1400,稍,6,5,58.0,ユウトザレン
20260523,2026-05-22,新潟,9,単穴,2,コパノトーマス,10,"まず今の千直の1枠というのは超不利なので遊び程度の少額とするが、千直名人の菊沢騎手ならうまく外に潜り込んだり何かやってくれる可能性あり。
また今回は外枠勢がほぼ全て逃げ先行馬のためかなり前が競り合う可能性もある。全てが噛み合えば。",202604010709,芝,1000,稍,9,1,57.0,コパノトーマス
20260523,2026-05-22,新潟,10,◎,8,ミッドセンチュリー,10,近走はあまり上手く乗ってもらえない競馬が続いているが、4走前はこのクラスでも勝ち馬と0.1差3着に好走した実績がある。今回はそれなりに相手が揃ったが、全く人気しなそうなので狙ってみたい。,202604010710,芝,2000,稍,3,5,58.0,ミッドセンチュリー
20260523,2026-05-22,新潟,10,◎,7,タマモランプ,7,近走は前で粘る形を確立しそう崩れていない。上位人気に差し追い込み馬が多いのでこれらが後ろで牽制し合って前で楽をさせてもらえれば残り目がある。もう少し人気すると思ったが、案外売れていないのでこれなら狙ってみたい。外の力ある10に絡まれずに行ければ。,202604010710,芝,2000,稍,11,4,58.0,タマモランプ
20260523,2026-05-22,新潟,10,紐,11,,,紐穴は11.12。,202604010710,芝,2000,稍,7,6,56.0,オプレントジュエル
20260523,2026-05-22,新潟,10,紐,12,,,紐穴は11.12。,202604010710,芝,2000,稍,12,7,58.0,フォーグッド
20260523,2026-05-22,新潟,11,◎,12,バシレウスシチー,10,前走はトップスタートを決めるも控えてしまったのが痛恨。結局前が残る展開で届かず勝ち馬と0.1秒差の4着という馬券的には最悪な結果になった。今回はスタートを決めたら素直に行ってくれれば。,202604010711,芝,1200,稍,7,6,58.0,バシレウスシチー
20260523,2026-05-22,新潟,11,◎,7,マリノトニトゥルス,7,"直近2戦は展開が厳しすぎたがそれでも大負けはせずよく粘れていた。スピードは魅力あるのでここも行って前が有利な展開に持ち込めれば。
他候補の3-5.8は紐穴評価まで。",202604010711,芝,1200,稍,1,4,56.0,マリノトニトゥルス
20260510,2026-05-09,東京,6,◎,5,ウインイザナミ,6,前走は開幕週の大外16番枠。終始5頭分外を回らされるロスが痛かったが大負けはしていない。今回は東京替わりがどうかだが、単騎逃げに持ち込んで恵まれに恵まれれば粘れても。,202605020606,芝,1400,良,1,4,56.0,ウインイザナミ
20260510,2026-05-09,東京,7,◎,4,エコロカディス,5,"前走は控え道中引っ張る不利+脚余してゴール後突き抜ける散々な競馬。それでも0.2差と馬は力見せていた。今回は内枠で松山Jなので無理に下げず前々から流れ込む形なら。
大穴なら前走超前残り展開を後方から4着善戦した7カサブランカキッド。",202605020607,ダ,1300,良,7,2,58.0,エコロカディス
20260510,2026-05-09,東京,8,◎,1,ホウオウシェリー,6,前走は大外枠で控え外3。頭上げながらの苦しい追走になるも好走し力を示した。今回は1番枠を引いたし、得意の逃げの形に持ち込めれば。,202605020608,芝,1400,良,3,,56.0,ホウオウシェリー
20260510,2026-05-09,東京,8,◎,11,メイケイバートン,5,"近走は先行するも差し向きの展開になってしまうレースが続くが、大負けはしていない。今回は大外枠となったが、逃げ先行馬は少ないのですんなり2番手でも取れれば。
7レッドキングリーは確かにハマった時は強いが前走のような取りこぼしもある。単勝1倍台前半とここまで一本かぶりの人気ならば取りこぼす方にかけてみたい。4キョウエイボニータは12倍つくなら軽く押さえておく。",202605020608,芝,1400,良,4,8,58.0,メイケイバートン
20260510,2026-05-09,東京,10,◎,11,グランドカリナン,8,"前走は絡まれ楽ではない展開だったが5着とよく粘れていた。
今回はこの馬を何度も人気薄で勝たせてきた相性の良い坂井Jに変わるのも歓迎。同型も手薄だし、直線まで絡まれずに逃げられれば一発も。
他、8マイネルケレリウスは2走前に今回1番人気のシャイニングソードに先着している。それでいて人気がないなら抑える価値はある。",202605020610,芝,2400,良,10,8,57.0,グランドカリナン
20260510,2026-05-09,東京,11,◎,6,ジーネキング,14,"デビューからずっと逃げ先行の競馬しかしていなかった馬が、前走初めて中団に控えて差す形でもいきなり好走できたのは収穫。今の馬場だと後ろすぎると厳しいので、下げすぎず好位の内で溜めて直線うまく捌ければ。
他大穴なら下記3頭。
・2ユウファラオ(17番人気想定)
前走はうまく逃げられたとはいえ今回そこそこ人気しているアスクイキゴミとわずか0.1秒差。今回は1枠引いたしノーマークのド単騎逃げにでもなればノーチャンスではない。",202605020611,芝,1600,良,13,3,57.0,ジーネキング
20260510,2026-05-09,京都,9,単穴,3,ナムラフッカー,10,前激化+イン差し決まればと条件はつくが、展開ハマったら食い込みも。,202608030609,芝,2400,良,4,10,55.0,ナムラフッカー
20260510,2026-05-09,京都,10,◎,6,フォーゲル,5,前走は外枠で壁作れず折り合い苦労、 2走前は先行争い挟まり引っ張る不利ありながらも善戦続き。スムーズに先行できればここも通用。,202608030610,芝,1400,良,2,4,57.0,フォーゲル
20260510,2026-05-09,京都,10,単穴,10,アスミル,8,前走は控えすぎたが3走前くらい走ればやれても。,202608030610,芝,1400,良,4,8,57.0,アスミル
20260510,2026-05-09,京都,11,◎,11,バスタードサフラン,11,"近2走はマーク厳しい展開でこうなると脆い。ただ3走前は重賞で安定して上位に走っているテンカジョウとクビ差。逃げor2番手でスンナリの形になれば一変しても。外の16テーオーグランビルは強いのでこれにマークされないように運びたい。
大穴なら7ルヴァンユニベール
前走仕掛け遅れたが今回イン好位取れたら面白い。",202608030611,ダ,1800,良,5,6,55.0,バスタードサフラン
20260510,2026-05-09,新潟,9,◎,9,ムーンストラック,9,前走は前が残る展開だったが3着とはわずか0.1秒差。堅実に走れる馬なので、展開向けば。,202604010409,芝,2400,良,10,6,56.0,ムーンストラック
20260510,2026-05-09,新潟,11,紐,12,,,単穴は1、紐穴なら12。,202604010411,芝,1400,良,12,7,57.0,ナムラアトム
20260510,2026-05-09,新潟,12,◎,13,セガンティーニ,7,"前走は4頭分外を走らされた上に被される厳しい展開となり大敗したが、3走前は今回1番人気のベルファストとクビ差に走れており力は足りる。今回の並びなら力ある同型7.10を見ながら3番手でスンナリの形をイメージして。大外枠だが昨日の外伸び馬場が継続するならマッチする。人気はなさそうなのでこれなら多めに買いたい。
この度は私の記事をご覧くださりありがとうございます。もし少しでも参考になりましたら「スキ（ハートボタン）」や「オススメ」等押して頂けますととても励みになります！(_ _)
※ハートボタンを押すと「期待値の高い騎手」がランダムで表示されます。
#競馬予想",202604010412,芝,1200,良,5,8,56.0,セガンティーニ
20260509,2026-05-08,東京,6,◎,3,ナックホワイト,8,"前走は8着で着順だけ見ればパッとしないが着差はわずか0.2秒。2走前に勝ったコースに戻り内枠も引けたここは、単騎で逃げられれば一変しても。牡馬相手になるが自己条件で人気しないなら狙いたい。
2エリプティクカーブは前走は枠不利で大外回るロスありながらもグリーンエナジーと0.3差。自己条件+内枠替わりでスタート決まれば前進。",202605020506,芝,1800,良,11,2,55.0,ナックホワイト
20260509,2026-05-08,東京,7,◎,4,シドニーホバート,7,気分良く行けないと大敗する脆さあり安定感はないが、大穴で一発に賭けるならこれ。今回は同型不在で内枠を引けたので直線までノーマークで逃げられれば。,202605020507,ダ,2100,良,11,3,58.0,シドニーホバート
20260509,2026-05-08,東京,8,◎,5,ミッドセンチュリー,5,今回は格上挑戦となるが、3走前は捲られ包まれながらも今回人気のウィッシュツリーと0.1秒差で走れていた。スムーズな競馬できれば食い込みがあっていい。上位3頭にかなり人気が集まっていてオッズもつくので、思い切って狙いたい。,202605020508,芝,2000,良,4,,58.0,ミッドセンチュリー
20260509,2026-05-08,東京,9,◎,9,グラニット,9,"前走は脚部不安明けで重め残りでも善戦。2走前には今回人気のチャンネルトンネルに先着しており、ここも展開恵まれれば粘る力はある。理想は大逃げの形。
12コルレオニスは2走前の東京が厳しい展開も強い馬と接戦。前走は追い込みでも好走しており脚質に幅が広がっている。人気手頃なら買っておく価値はある。",202605020509,芝,1600,良,7,,58.0,グラニット
20260509,2026-05-08,東京,11,◎,15,ストレイトトーカー,16,"前走はうまく単騎逃げを決めての勝利。この後で今回は相手強化+8枠と普通だったら買いたくない。ただあまりにも人気がなさそうなのでこれなら。逃げたらしぶといので、絶対的な同型がいないここはこの人気なら再度単騎逃げが叶うほうに賭けてみたい。
その他、大穴なら8.9.10.12。
※上位人気が勝ち切るかやや怪しめなので、25倍以上つくならこれらの単勝も軽く押さえておく。",202605020511,芝,1800,良,16,8,57.0,ストレイトトーカー
20260509,2026-05-08,東京,12,◎,6,クインズポラリス,8,"前走はハイペース+絡まれ厳しい展開でも3着と僅か0.1秒差。今回は距離延長+直線長い東京へのコース替わりがどうかも、人気薄なら狙ってみたい。最内に逃げ馬がいるのでこれを見ながらスンナリ2番手の形をイメージ。
その他の候補は紐評価まで。",202605020512,ダ,1400,良,9,3,56.0,クインズポラリス
20260509,2026-05-08,京都,9,◎,1,ユメハハテシナク,7,"前走は控えて捌けず脚余すロスの多い競馬だったが3着と0.2秒差とそう負けていない。今回はスムーズな競馬ができれば通用して良い。
10クスクスは同型いるのがどうかも楽に逃げられたらしぶとい。人気薄なら軽く抑える。",202608030509,芝,1600,良,8,6,58.0,ユメハハテシナク
20260509,2026-05-08,京都,11,◎,14,ステラスペース,14,2走前はハイレベル京成杯で5着善戦。中1週+控え馬群でも青葉賞2着馬とクビ差に走れていたのは評価できる。今回は外枠+京都は不慣れな武藤Jと不安要素がないと言ったら嘘になるが、全く人気がないのであれば思い切って狙う。スンナリ行ければ足りていい。理想は逃げ。,202608030511,芝,2200,良,16,7,57.0,ステラスペース
20260509,2026-05-08,京都,11,◎,8,バドリナート,6,前走はハイレベルだったホープフルSで5着に善戦。ここも内前でスムーズに立ち回れれば粘り込みある。,202608030511,芝,2200,良,11,4,57.0,バドリナート
20260509,2026-05-08,京都,11,単穴,6,ラディアントスター,9,マクリに対抗し早め先頭も押し切った前走強かった。ここもサッと位置取って噛み合えばチャンスあり。,202608030511,芝,2200,良,3,9,57.0,ラディアントスター
20260509,2026-05-08,新潟,8,◎,9,ライヴスプーン,6,"前走は逃げたが2番手の馬が強すぎて惨敗。
ただその前は3戦続けて4～6着に走れており全く足りない馬ではない。
同型手薄の今回絡まれずに逃げられれば一変の粘り込みがあっても。",202604010308,ダ,1800,稍,6,5,56.0,ライヴスプーン
20260509,2026-05-08,新潟,8,単穴,5,ラグナトーレ,8,2走前は早仕掛けでも3着と0.1秒差に走れていた。前走は出遅れてさっぱりだったが、スタートを決めて先行できれば一変しても。,202604010308,ダ,1800,稍,8,3,52.0,ラグナトーレ
20260509,2026-05-08,新潟,11,◎,15,カウスリップ,5,逃げ先行の競馬ばかりしていた馬だが、前走は後方に控える形を試しても3着と0.1秒差に走れていた。もともと芝で結果を出していた馬なのでこの芝替わりも問題ない。外ラチ沿いで上手く溜めて捌ければ。,202604010311,芝,1000,良,3,8,56.0,カウスリップ
20260503,2026-05-02,東京,7,◎,6,カルフ,7,前走は勝馬に早めに潰され苦しい展開でも5着に踏ん張った。今回は同型が手薄だし、すんなり先手取って直線まで絡まれずにいければ粘り込みがあっても。,202605020407,ダ,1600,稍,6,4,58.0,カルフ
20260503,2026-05-02,東京,7,◎,10,レッドベルダンス,6,前走は先行争いで競って引いて捲られちぐはぐな競馬になったが勝ち馬とは0.4秒差。そう大きくは負けなかった。今回は内に逃げ馬がいるので、これを見ながら揉まれずに行ければ。,202605020407,ダ,1600,稍,1,6,58.0,レッドベルダンス
20260503,2026-05-02,東京,8,◎,5,ウインルピナス,6,3走前に東京のハイレベル戦で善戦していた実績あり。今回は距離短縮になるのがどうかも、減量騎手起用である程度の位置取って追走できればこのメンバーなら足りていい。,202605020408,芝,1600,良,5,7,54.0,ウインルピナス
20260503,2026-05-02,東京,9,◎,9,キュクヌス,10,前走は8着だが、先行争いで挟まる不利がありながらも0.4秒差なら悪くない。今回の並びならスタート決めて内ラチ沿いを先行できれば。外の力ある逃げ馬15の直後を取りたい。,202605020409,芝,2000,良,4,5,56.0,キュクヌス
20260503,2026-05-02,東京,12,◎,10,アルジェンタージョ,7,前走は出遅れ+道中不利ありながらも3着とクビ差善戦。近走は崩れず走れるようになっており、スタート決められればさらに。,202605020412,ダ,1300,稍,2,7,53.0,アルジェンタージョ
20260503,2026-05-02,東京,12,◎,12,シルフズミスチーフ,5,"前走は被されて楽でない形だったが勝ちきった。その前はハイレベル戦でも崩れておらず堅実。昇級でも相手なりに走れそう。
5.6は人気なので紐まで。",202605020412,ダ,1300,稍,4,8,56.0,シルフズミスチーフ
20260503,2026-05-02,京都,8,◎,6,バシレウスシチー,11,前走は9着だが着順ほど大負けはしていない。今回は内枠を引いたし同型も少ないので、逃げor2番手で絡まれずに行ければ一変しても。,202608030408,芝,1200,良,4,11,58.0,バシレウスシチー
20260503,2026-05-02,京都,11,◎,6,エヒト,11,"2走前は前厳しい展開を先行して3着に粘り、前走は後方からになっても4着とG2で連続善戦。脚質に幅も出てきた。今回は距離延長で内枠なので、ある程度の位置取ってラチ沿いでじっとして運べればこのメンバーなら食い込みがあっていい。2桁人気で単勝100倍以上つく川田騎手はかなりレア。
また実績抜けてるクロワデュノールは単勝は人気だが、複勝は2番人気。
長距離実績もあり内枠で騎手も武豊Jのアドマイヤテラが売れる要素満載のため複勝はこちらに人気が集まっている。
ならばクロワデュノールから紐荒れ狙いのワイドを流してみる。",202608030411,芝,3200,良,15,4,58.0,エヒト
20260503,2026-05-02,新潟,6,◎,12,ハイケンス,7,"前走は揉まれ苦しい形になったがそう大負けはしなかった。今回は8枠となったが、スタート決めてすんなり2番手付近を取れれば。
他、3.8もスタート決まれば食い込みある穴。",202604010206,ダ,1800,稍,11,8,54.0,ハイケンス
20260503,2026-05-02,新潟,7,◎,4,ストレイトアスク,7,"前走はマイルのハイレベル戦で善戦。今回は距離短縮になるが、それほど逃げ先行タイプがいないので普通にスタート決めれば好位のインを取れそう。不利なく前で運べれば流れ込める。
他は直近2戦連続で2桁着順の大敗ということで人気が落ちれば13ベルサを狙いたかったが、これは現在1番人気とかなり売れてしまっていた。",202604010207,芝,1400,良,14,2,53.0,ストレイトアスク
20260503,2026-05-02,新潟,10,◎,15,スペルキャスター,9,5走前に初の千直で勝利。ラチ沿い寄せきれず逃げ並走しながらも盛り返し勝ち切る内容濃い競馬だった。今回は8枠を引けて斤量も53キロと軽いが全く人気がないので、これなら狙ってみたい。,202604010210,芝,1000,良,5,8,53.0,スペルキャスター
20260503,2026-05-02,新潟,10,◎,9,ヴェナートル,8,"近走は馬券には絡んでいないがそう大負けもしていない。使い詰めなので状態がどうかも、1000mへの短縮で持ち味のスピードを活かせれば。
14タミゼ(10番人気想定)は前走被されて惨敗したがスタートは良かった。今回斤量51キロと恵まれたし先手取ってスピード活かせれば一変ある大穴。",202604010210,芝,1000,良,8,5,56.0,ヴェナートル
20260502,2026-05-01,東京,7,◎,9,グルーヴィーオン,10,前走は後方からになってしまい大敗したが、2走前このコースではハイレベル戦で先行し4着に健闘。この時ぐらい走れれば今回のメンバーなら通用。スタート決めて先行策で一変期待。,202605020307,ダ,1400,重,3,5,56.0,グルーヴィーオン
20260502,2026-05-01,東京,7,紐,2,,,紐穴は2.8.12。,202605020307,ダ,1400,重,11,1,58.0,リプレゼント
20260502,2026-05-01,東京,7,紐,8,,,紐穴は2.8.12。,202605020307,ダ,1400,重,10,4,58.0,トウタツ
20260502,2026-05-01,東京,7,紐,12,,,紐穴は2.8.12。,202605020307,ダ,1400,重,1,6,56.0,キョウエイスレーヴ
